Company,Product,Cpu,Ram,Memory,Gpu,Price_euros,Age_years,Condition_10,Battery_Health_%
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,Intel Core i7 7500U 2.7GHz,12GB,2TB HDD,Nvidia GeForce 940MX,839.0,5,7,65
Lenovo,Thinkpad P50,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro M2000M,2370.0,4,8,72
Acer,Swift 3,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,636.0,6,6,58
Razer,Blade Pro,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,2899.0,4,8,72
Asus,Vivobook Max,Intel Pentium Dual Core N4200 1.1GHz,8GB,128GB SSD,Intel HD Graphics 505,581.9,6,6,58
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,3588.8,3,8,79
Asus,Rog G752VS-BA171T,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2350.0,4,8,72
Toshiba,Tecra Z40-C-161,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Nvidia GeForce 930M,1764.0,5,7,65
Lenovo,IdeaPad 110-15IBR,Intel Celeron Quad Core N3710 1.6GHz,8GB,1TB HDD,Intel HD Graphics 405,329.0,6,6,58
Lenovo,ThinkPad T470s,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,2299.0,4,8,72
MSI,GS43VR 7RE,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1891.0,5,7,65
MSI,GL62M (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1089.0,5,7,65
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,999.0,5,7,65
Acer,Predator G9-793,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2299.0,4,8,72
Dell,Inspiron 7567,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,985.0,5,7,65
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,1339.0,5,7,65
Vero,K146 (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,202.9,6,6,58
Lenovo,ThinkPad Yoga,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,1970.0,4,8,72
Lenovo,Yoga 510-15IKB,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,959.0,5,7,65
Apple,"MacBook 12""",Intel Core M 1.2GHz,8GB,512GB Flash Storage,Intel HD Graphics 5300,1165.0,5,7,65
Lenovo,ThinkPad X1,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,2330.0,4,8,72
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,299.0,6,6,58
Dell,Latitude 3580,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,810.0,5,7,65
Lenovo,Yoga 910-13IKB,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1349.0,5,7,65
Dell,Vostro 5568,Intel Core i3 6006U 2GHz,8GB,256GB SSD,AMD Radeon R5 M420X,739.0,6,6,58
HP,ZBook 17,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M2200,2064.9,4,8,72
Asus,Pro P2540UA-XS51,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1099.0,5,7,65
Dell,XPS 13,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1499.0,5,7,65
Dell,XPS 15,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,1749.0,5,7,65
Dell,Latitude 3180,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,744.0,6,6,58
HP,EliteBook 820,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,1389.0,5,7,65
Toshiba,Satellite Pro,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,780.0,5,7,65
HP,15-ba043na (A12-9700P/8GB/2TB/W10),AMD A12-Series 9700P 2.5GHz,8GB,2TB HDD,AMD Radeon R7 Graphics,629.0,6,6,58
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,1679.0,5,7,65
Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920M,609.0,6,6,58
HP,Omen 17-an012dx,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,AMD Radeon RX 580,1749.0,5,7,65
MSI,GE72MVR 7RG,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2415.0,4,8,72
Samsung,Notebook 9,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1499.0,5,7,65
Dell,Vostro 5568,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GT 940MX,961.0,5,7,65
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M420,789.81,5,7,65
Lenovo,Thinkpad T470s,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1859.0,5,7,65
Razer,Blade Stealth,Intel Core i7 7500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 620,1799.0,5,7,65
HP,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,385.0,6,6,58
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2505.02,4,8,72
Dell,Latitude 3480,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,755.0,6,6,58
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,489.9,6,6,58
Toshiba,Tecra X40-D-10Z,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,1090.0,5,7,65
Lenovo,Thinkpad X1,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,2499.0,4,8,72
MSI,GL62M 7RD,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,1199.0,5,7,65
Lenovo,ThinkPad X1,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,1875.0,5,7,65
Toshiba,Satellite Pro,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,499.0,6,6,58
Asus,ZenBook Flip,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1358.0,5,7,65
Dell,Latitude 3480,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,585.0,6,6,58
Acer,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,355.0,6,6,58
Acer,Swift 3,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Intel HD Graphics 620,619.0,6,6,58
Razer,Blade Pro,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD,Nvidia GeForce GTX 1080,5499.0,2,9,86
Lenovo,Thinkpad X1,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,2099.0,4,8,72
Asus,VivoBook Max,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,519.0,6,6,58
Lenovo,Thinkpad T460,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1186.0,5,7,65
Lenovo,ThinkPad T470s,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,1650.0,5,7,65
Dell,Alienware 15,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2774.63,4,8,72
Asus,Rog GL702VS-BA023T,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2419.0,4,8,72
Toshiba,Satellite Pro,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,669.0,6,6,58
Lenovo,N42-20 Chromebook,Intel Celeron Quad Core N3160 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,325.0,6,6,58
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,590.0,6,6,58
Asus,Rog GL702VM-GC017T,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1799.0,5,7,65
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3072.89,4,8,72
HP,ProBook 470,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 930MX,910.0,5,7,65
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,713.99,6,6,58
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,1870.0,5,7,65
Dell,Vostro 3568,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,739.0,6,6,58
HP,Chromebook X360,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,615.0,6,6,58
Asus,ZenBook UX310UQ-GL026T,Intel Core i5 6200U 2.3GHz,8GB,512GB SSD,Nvidia GeForce 940M,1026.0,5,7,65
HP,EliteBook x360,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,2277.0,4,8,72
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,1468.0,5,7,65
HP,250 G6,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,299.0,6,6,58
Asus,Rog GL502VM-DS74,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1899.0,5,7,65
Dell,Inspiron 5767,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,865.0,5,7,65
Lenovo,ThinkPad T470p,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,1903.0,5,7,65
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GTX 930MX,787.0,5,7,65
Dell,Latitude 5580,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,945.0,5,7,65
Asus,X541NA (N4200/4GB/1TB/W10),Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,449.0,6,6,58
HP,EliteBook x360,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,2559.0,4,8,72
Dell,Inspiron 5368,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,Intel HD Graphics 520,649.0,6,6,58
Lenovo,IdeaPad 110-15ISK,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,469.0,6,6,58
Lenovo,ThinkPad E570,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,850.66,5,7,65
HP,EliteBook 850,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,AMD Radeon R7 M465,1349.0,5,7,65
Toshiba,Portege X30-D-10X,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,1285.0,5,7,65
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,1017.0,5,7,65
Dell,XPS 13,Intel Core i7 7660U 2.5GHz,16GB,512GB SSD,Intel Iris Plus Graphics 640,2240.0,4,8,72
HP,Probook 450,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,910.0,5,7,65
Toshiba,Port̩g̩ Z30-C-188,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1095.0,5,7,65
Lenovo,ThinkPad Yoga,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1950.0,5,7,65
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,902.0,5,7,65
Dell,Precision 3520,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia Quadro M620,1778.0,5,7,65
Lenovo,ThinkPad L570,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,1055.0,5,7,65
Lenovo,IdeaPad 110-15ISK,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,479.0,6,6,58
Toshiba,Tecra A50-D-11D,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1388.0,5,7,65
Lenovo,Thinkpad 13,Intel Core i3 7100U 2.4GHz,4GB,180GB SSD,Intel HD Graphics 620,735.0,6,6,58
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,1849.0,5,7,65
Dell,Latitude 7280,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,1690.0,5,7,65
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,398.99,6,6,58
Xiaomi,Mi Notebook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Nvidia GeForce 940MX,935.0,5,7,65
Dell,Vostro 5568,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,912.5,5,7,65
HP,ProBook 450,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,839.0,5,7,65
HP,EliteBook x360,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,1700.0,5,7,65
HP,Pavilion x360,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,684.8,6,6,58
Asus,VivoBook L402NA,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,348.0,6,6,58
Lenovo,IdeaPad 510-15ISK,Intel Core i7 6500U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 940MX,669.0,6,6,58
Dell,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,4GB,500GB HDD,Intel HD Graphics,369.0,6,6,58
HP,EliteBook x360,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,1799.0,5,7,65
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M420X,455.7,6,6,58
Asus,Rog GL753VD-GC082T,Intel Core i5 7300HQ 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1369.9,5,7,65
Acer,Chromebook C731-C78G,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,297.0,6,6,58
Lenovo,IdeaPad 110-17ACL,AMD A4-Series 7210 2.2GHz,4GB,500GB HDD,AMD Radeon R3,379.0,6,6,58
HP,Probook 640,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,1265.0,5,7,65
HP,Envy x360,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,1399.0,5,7,65
Samsung,Notebook 9,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1699.0,5,7,65
Lenovo,ThinkPad T470s,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1799.0,5,7,65
MSI,GS73VR Stealth,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,2649.0,4,8,72
Toshiba,Portege X30-D-10V,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1475.0,5,7,65
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,929.0,5,7,65
HP,ProBook 450,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 930MX,900.0,5,7,65
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M420X,614.0,6,6,58
Dell,Latitude 5580,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,Intel HD Graphics 620,935.0,5,7,65
Dell,XPS 13,Intel Core i7 7Y75 1.3GHz,8GB,512GB SSD,Intel HD Graphics 615,2013.1,4,8,72
Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 980M,1279.0,5,7,65
Dell,XPS 13,Intel Core i7 7Y75 1.3GHz,16GB,256GB SSD,Intel HD Graphics 615,1649.0,5,7,65
Lenovo,ThinkPad X1,Intel Core i7 7500U 2.7GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,2049.0,4,8,72
Lenovo,ThinkPad T570,Intel Core i5 7200U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 620,1962.99,4,8,72
LG,Gram 15Z970,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,2099.0,4,8,72
HP,Elitebook 820,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,1483.0,5,7,65
Acer,Chromebook CB5-571-C1DZ,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB Flash Storage,Intel HD Graphics,359.0,6,6,58
Lenovo,IdeaPad Y700-15ISK,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,789.0,5,7,65
LG,Gram 14Z970,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,1899.0,5,7,65
Dell,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,1205.0,5,7,65
HP,Elitebook Folio,Intel Core M 6Y75 1.2GHz,8GB,240GB SSD,Intel HD Graphics 515,3100.0,4,8,72
Lenovo,IdeaPad 510-15IKB,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 940MX,789.0,5,7,65
HP,ProBook 450,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,1018.99,5,7,65
Acer,Aspire E5-575,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,499.0,6,6,58
Lenovo,ThinkPad 13,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,881.0,5,7,65
HP,Probook 430,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,960.0,5,7,65
MSI,GE72VR 6RF,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1599.0,5,7,65
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1349.0,5,7,65
MSI,GL62M 7RD,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1119.91,5,7,65
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,AMD Radeon R5 M420,684.99,6,6,58
HP,EliteBook 850,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M365X,1296.99,5,7,65
HP,Envy 13-AB077cl,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1149.0,5,7,65
Toshiba,Tecra Z50-C-140,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Nvidia GeForce 930M,1975.0,4,8,72
Lenovo,ThinkPad Yoga,Intel Core i5 7200U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 620,1825.0,5,7,65
Dell,Latitude 3580,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,729.9,6,6,58
Lenovo,Thinkpad X270,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1650.0,5,7,65
HP,Probook 650,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1165.0,5,7,65
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,708.06,6,6,58
HP,ProBook 640,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,1149.0,5,7,65
Lenovo,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,309.0,6,6,58
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,1579.0,5,7,65
HP,250 G6,Intel Celeron Dual Core N3060 1.6GHz,4GB,1TB HDD,Intel HD Graphics 400,288.9,6,6,58
Lenovo,Yoga 900-13ISK,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,Intel Iris Graphics 540,1799.0,5,7,65
Toshiba,Tecra Z40-C-12X,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1105.0,5,7,65
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1669.0,5,7,65
Dell,Vostro 3568,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,558.6,6,6,58
MSI,GP62M Leopard,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1199.0,5,7,65
Dell,Latitude 7480,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1639.0,5,7,65
Dell,Alienware 17,Intel Core i7 6820HK 2.7GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,2758.0,4,8,72
HP,Omen 17-W006na,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,1399.0,5,7,65
Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Nvidia GeForce 920MX,530.0,6,6,58
Acer,TravelMate P259-G2,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,619.0,6,6,58
Toshiba,Tecra A50-C-1ZV,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1119.0,5,7,65
Lenovo,Yoga 700-11ISK,Intel Core M m7-6Y75 1.2GHz,8GB,256GB SSD,Intel HD Graphics 515,1299.0,5,7,65
Lenovo,IdeaPad Y700-15ACZ,AMD FX 8800P 2.1GHz,16GB,512GB SSD +  1TB HDD,AMD Radeon R9 M385,999.0,5,7,65
Dell,Latitude 7280,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics,1472.2,5,7,65
Lenovo,IdeaPad 310-15IKB,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 920MX,685.0,6,6,58
Dell,Insprion 5767,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R7 M445,659.0,6,6,58
Acer,Chromebook 14,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,349.0,6,6,58
HP,ZBook Studio,Intel Core i7 6820HQ 2.7GHz,8GB,8GB SSD,Nvidia Quadro M1000M,2249.0,4,8,72
Dell,Latitude 7480,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,1775.0,5,7,65
Toshiba,Portege Z30-C-1CW,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1460.0,5,7,65
Asus,Chromebook Flip,Intel Core M M7-6Y75 1.2GHz,8GB,64GB Flash Storage,Intel HD Graphics 515,1159.0,5,7,65
Lenovo,Thinkpad T460,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1488.99,5,7,65
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3154.0,3,8,79
Dell,XPS 13,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,1899.0,5,7,65
HP,ProBook x360,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Intel HD Graphics 505,775.0,5,7,65
Dell,XPS 13,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1268.0,5,7,65
Acer,Chromebook C738T-C2EJ,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,389.0,6,6,58
Toshiba,Portege Z30-C-16Z,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1535.0,5,7,65
Lenovo,ThinkPad X270,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,1760.0,5,7,65
Acer,Aspire F5-573G-510L,Intel Core i5 7200U 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,1009.0,5,7,65
Toshiba,Portege X20W-D-10V,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,1790.0,5,7,65
HP,ProBook 450,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Nvidia GeForce 930MX,846.5,5,7,65
Dell,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M430,465.62,6,6,58
Dell,Latitude 5580,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,825.0,5,7,65
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,685.0,6,6,58
Dell,Alienware 17,Intel Core i7 7700HQ 2.8GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3149.0,3,8,79
Lenovo,IdeaPad 310-15IKB,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 920MX,695.0,6,6,58
Dell,XPS 13,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel HD Graphics 615,1899.0,5,7,65
